,Clue,Answer,Explanation
4555,"On my arm in role, dizzy actress",MARILYN MONROE,"Definition: actress
anagram of ON MY ARM IN ROLE; with ‘dizzy’ as the anagrind; although ‘dizzy’ could certainly be applied to some of the roles that the actress played throughout her career.
"
4556,"Eccentric in a cult, bonkers",LUNATIC,"Definition: bonkers
anagram of IN A CULT;
"
4557,Stylish English stage worker,ELEGANT,"Definition: Stylish
A charade of E, LEG and ANT.  LEG for ‘stage’ in the sense of ‘it’s the second leg/stage of the Tour de France today’.
"
4558,A gallant French actor and singer,CHEVALIER,"Definition: A gallantFrench actor and singer
A dd.  A word for a chivalrous man is also the surname of MAURICE CHEVALIER, the French actor an singer.  ‘Thank eavens, for leetle girls’, if you’re of a certain age.
"
4559,"Set of rowers showing power, though not having won",EIGHT,"Definition: Set of rowers
[W]EIGHT.  Is W an abbreviation for ‘won’?  It is in football league tables.
"
4560,"Little boy, after short time, becomes difficult",TRICKY,"Definition: difficult
A charade of T and RICKY.
"
4561,Mysterious coteries formed,ESOTERIC,"Definition: Mysterious
anagram of COTERIES;
"
4562,Strike the short Scouser’s mate,THWACK,"Definition: Strike
A charade of TH[E] and WACK, which is Liverpool slang werd for ‘mate’ or ‘friend’.  Which may well have confused our overseas solvers (Scousers are people who come from Liverpool).
"
4563,Unfortunately tripping up tackling square dance,SALSA,"Definition: dance
An insertion of S in ALAS reversed (‘tripping up’ in the sense of ‘travelling up’).
"
4564,Study inside heart of match factory reveals a wearisome routine,TREADMILL,"Definition: a wearisome routine
An insertion of READ for ‘study’ inside T for the middle letter of maTch and MILL.
"
4565,A means of leverage to disqualify ‘winning’ golf shot,BARGAINING CHIP,"Definition: A means of leverage
A charade of BAR, GAINING and CHIP.
"
4566,Shell female got rid of in past,ORMER,"Definition: Shell
[F]ORMER.  An ORMER is an edible marine mollusc, much prized gastronomically in the Channel Islands.  It’s also called a ‘sea-ear’, because its name is derived from the French *oreille de mer*.
"
4567,Bass guitarist released new titles,ENTWISTLE,"Definition: Bass guitarist
anagram of NEW TITLES; with ‘released’ as the anagram.  Referring to the late John ENTWISTLE, who played with The Who.
"
4568,Fitzgerald returned with grisly tale,ALLEGORY,"Definition: tale
ELLA Fitzgerald reversed, followed by GORY.
"
4569,A part of geese I’d prepared?,P,"Definition: A part of geese I’d prepared
ÂTÉ DE FOIE GRASClever clue from Everyman.  I can’t remember seeing this one before.  It’s (A PART OF GEESE I’D) with ‘prepared’ as the anagrind.  I won’t describe this as an &lit or ‘all-in-one’ clue, but I will risk a savaging by saying that it’s ‘&littish’.
"
4570,Injured tiger seen in national park,SERENGETI,"Definition: national park
Another excellent spot from the setter.  anagram of TIGER SEEN;  The only shame is that there aren’t any tigers in the Serengeti National Park, otherwise it would have been perfect.
"
4571,Union soldiers during a salute,AGREEMENT,"Definition: Union
An insertion of MEN in A GREET.
"
4572,"One member legally acceptable, it’s understood",IMPLICIT,"Definition: understood
A charade of I, MP and LICIT.
"
4573,Constant interference,STATIC,"Definition: Constantinterference
A dd.
"
4574,Dog food about right,TRACK,"Definition: Dog
An insertion of R in TACK.
"
4575,Fury shown as lid comes off crate,ANGER,"Definition: Fury
[B]ANGER.  ‘Crate’, like BANGER, is a slang word for a clapped out car.
"
4576,Former chaps in the ranks brought together by padre?,PASTOR,"Definition: padre
A charade of PAST and OR for ‘chaps in the ranks’ or ‘other ranks’.
"
4577,Somehow extract two months of the year,DECOCT,"Definition: Somehow extract
No, I hadn’t either; but with the crossing letters it couldn’t be anything else.  A charade of DEC and OCT for ‘two months of the year’.
"
4578,Craftily the FBI conceals senior law officer,CHIEF CONSTABLE,"Definition: senior law officer
anagram of THE FBI CONCEALS; with ‘craftily’ as the anagrind.
"
4579,Cold joints constituting fatty food?,CHIPS,"Definition: fatty food
A charade of C and HIPS.  They’re made of potatoes, but sadly don’t count as one of your five-a-day.
"
4580,Policeman within the law grabbing male guiltily involved?,COMPLICIT,"Definition: guiltily involved
An insertion of M in COP LICIT.
"
4581,"To provide evidence is an ordeal, we hear",ATTEST,"Definition: To provide evidence
A homophone clue: it sounds like (‘we hear’) ‘a test’.
"
4582,Potential biological research material may have a strange smell etc,STEM CELL,"Definition: Potential biological research material
anagram of SMELL ETC;  The anagrind is ‘may have a strange’.  Customary (and welcome) science-based clue from Quixote.
"
4583,"Writing in paper, old piece, something coming after Jan",OBITUARY,"Definition: Writing in paper
A charade of O, BIT and UARY, which could indeed come after ‘Jan’.
"
4584,Pithy sayings conveying no message when unwrapped,GNOMES,"Definition: Pithy sayings
Hidden in conveyinG NO MESsage.  Nothing to do with Zurich.  New definition to me, but my SOED has ‘a short, pithy statement expressing a general truth’.  So we can’t demur.
"
4585,Sort of accommodation in which an insect keeps maiden quiet!,ALMSHOUSE,"Definition: Sort of accommodation
Tricky, but a clever clue: it’s an insertion of M for ‘maiden’ and SH for ‘quiet!’ in A LOUSE.  There are several beautifully preserved, and still lived-in, examples near where I live.
"
4586,Fellow with gold in imposing residence,MANOR,"Definition: imposing residence
A charade of MAN and OR for ‘gold’.
"
4587,Fellow brave when consuming port and Eastern fruit,MANDARIN ORANGE,"Definition: fruit
Plenty of fellows this morning.  Quixote’s inviting you to start with MAN (again) for ‘fellow’, then to insert ORAN for the Algerian ‘port’ in DARING for ‘brave’; and then end it all off with an E.  This definitely would count as one of your five-a-day.
"
4588,Glower maybe as loveless type full of energy,HEATER,"Definition: Glower maybe
It works, but not my favourite ever Quixote clue.  A ‘glower maybe’ is a HEATER.  Then it’s E inserted in HATER, with the misdirection being in taking ‘glower’ as a verb and not a noun.  The surface is a bit naff.
"
4589,The old man’s attempt to get food from the bakery,PASTRY,"Definition: food from the bakery
A charade of PA’S TRY.
"
4590,Non-believer‘s article squashed by wonderful man of God?,ATHEIST,"Definition: Non-believer
Not sure if the crossword editor of *The Church Times* is having a dig here, but it’s an insertion of THE for ‘article’ in A1 and ST for ‘wonderful’ and ‘man of God’.
"
4591,Hairy stuff not entirely distressing,TRESS,"Definition: Hairy stuff
Hidden in disTRESSing.
"
4592,"One mythical bird and another decapitated, old style",ROCOCO,"Definition: style
Nicely clued: it’s ROC for ‘one mythical bird’, OC for the same without its first letter (‘decapitated’), and O for ‘old’.  An ornamental style of furniture or architecture.
"
4593,Explosive made tiny to go off,DYNAMITE,"Definition: Explosive
anagram of MADE TINY;
"
4594,Drovers maybe pitching tent with camel,CATTLEMEN,"Definition: Drovers maybe
anagram of TENT CAMEL; with ‘pitching’ as the anagrind.
"
4595,Copper on bike getting Young Conservative taken off into cell,CUBICLE,"Definition: cell
CU is the chemical symbol for ‘copper’; then it’s BIC[YC]LE.  The removal indicator is ‘taken off’.
"
4596,Ground sterile and firm mostly – use this for better crops,FERTILISER,"An anagram (‘ground’) of STERILE and FIR[M].
"
4597,Family identification as a comfort when things go wrong,COAT OF ARMS,"Definition: Family identification
anagram of AS A COMFORT;
"
4598,These will miss the direction indicated,SOUTH,"Definition: direction indicated
-EASTMuppetry on my part not to see this for so long.  Take THE out of THESE and suddenly (or not so suddenly, in my case) you’ve got SE, which is ‘direction indicated’.
"
4599,One yelling outside publishing house is dealer taking people’s money,CROUPIER,"Definition: dealer taking people’s money
An insertion of OUP for Oxford University Press in CRIER.
"
4600,Trim men seem to conceal what’s very big,IMMENSE,"Definition: what’s very big
Hidden in trIM MEN SEem.  I don’t want to dwell too long on this surface; or perhaps it’s just my dirty mind.
"
4601,"The boss?  You may see a scolding type in this person, right?",MANAGER,"Definition: The boss
Well, the definition is clear enough, but the parsing took me a while.  You need to put A NAG for ‘a scolding type’ in ME for ‘this person’, then follow it with R for ‘right’.  More flipping football in the Indy.  Do the setters and the editor never listen to customer feedback?
"
4602,"Make good fighting force, company having risen?",RECOUP,"Definition: Make good
I think this is RE for Royal Engineers or ‘fighting force’, CO and UP for ‘risen’; but I am happy to be corrected if someone has a better idea.
"
4603,A little while needed to get the answer?  That can bring grumbles,MOANS,"Definition: grumbles
A charade of MO for ‘a little while’ and ANS.  A situation that solvers frequently find themselves in.
"
4604,Instruments right for singer to hold,BRASS,"Definition: Instruments
An insertion of R in BASS.
"
4605,It’s good to greet fantastically dynamic figure,GO,"Definition: dynamic figure
-GETTERanagram of G TO GREET;
"
4606,Suitable drink for consumption in old Indian city,OPPORTUNE,"Definition: Suitable
O, followed by PORT in PUNE.
"
4607,Composer showing sadness with shift in note finally,GRIEG,"Definition: Composer
Hynos is telling you to change the last letter (a musical note) of GRIEF to give you GRIEG.  From one flat to one sharp, if you’re musically inclined.
"
4608,Basil perhaps tucking into prescribed iced food,SHERBET,"Definition: iced food
An insertion of HERB in SET.  Basil, best friends with tomatoes if you’re into Italian cooking.
"
4609,"Noted cleric and veteran Labour politician, we hear",BECKET,"Definition: Noted clericveteran Labour politician
Referring to Thomas BECKET, who was brutally murdered in Canterbury Cathedral in 1170, and to Dame Margaret BECKETT, MP.  Her claim to fame, should it ever come up in a pub quiz, is that she is the only woman to have been leader of the Labour Party.  ‘We hear’ is the homophone indicator.
"
4610,Flower moved from seat?,ROSE,"Definition: Flowermoved from seat
A dd.
"
4611,First person seen by a lord possibly and old woman in sensational performance,MELODRAMA,"Definition: sensational performance
A charade of ME anagram of ‘first person’ in grammatical terms), (A LORD; and MA.
"
4612,Sporting event halted on ground around college,DECATHLON,"Definition: Sporting event
An insertion anagram of ‘around’) of C in (HALTED ON;  The anagrind is ‘ground’.
"
4613,Oblique sun touching London suburb,SKEW,"Definition: Oblique
A charade of S and KEW, best known for its gardens.
"
4614,Regular date arranged within borders of sanctuary,STEADY,"Definition: Regular
An insertion of anagram of DATE; in SY for the outer letters of ‘sanctuary’.
"
4615,Wine and bit of grub stored aboard the German boat,DREDGER,"Definition: boat
Another insertion: of RED and G for the first letter of ‘grub’ in DER for one of the many German words for ‘the’.
"
4616,Friend getting a round to entertain fighter,AMIGO,"Definition: Friend
And another: of MIG for ‘fighter’ in A and O.
"
4617,What Lancastrians might enjoy before small matter shortly becomes tricky issue?,HOT POTATO,"Definition: tricky issue
The traditional north-western dish is HOTPOT; you need to add ATO[M] after that.
"
