,Clue,Answer,Explanation
2394,Retired official tucks into entire assorted hamper (9),INTERFERE,"Definition: hamper
REF=”official” reversed/”Retired”, inside (entire)*"
2395,We throw fit over no trumps in place of clubs (9),WENTWORTH,"Definition: place of clubs
a place of golf clubs. WE, plus (throw)* after N[o] T[rumps]"
2396,Superior meal with no starter (5),UPPER,"Definition: Superior
[s]UPPER=”meal with no starter”"
2397,Scored and had a good time (7),GROOVED,"Definition: Scored
double definition, with “Scored” as in scratched"
2398,Relaxes with girlfriends from Surrey? (7),SEDATES,"Definition: Relaxes
S[outh] E[ast] DATES=”girlfriends from Surrey?”"
2399,Formula 1 driver reverses and leaves (5),ASSAM,"Definition: leaves
tea leaves. Felipe MASSA=”Formula 1 driver”, reversed"
2400,Shirt worn by Sailor Bill (3),TAB,"Definition: Bill
T[-Shirt], plus A[ble] B[odied seaman]=”Sailor”"
2401,Unsteady boxer (5),ROCKY,"Definition: Unsteady
double definition"
2402,Mud? It’s a winding track … (7),STADIUM,"Definition: track
(Mud It’s a)*"
2403,… where sisters are found ahead (7),ONWARDS,"Definition: ahead
“sisters” or nurses are found ON WARDS"
2404,"Animal — husky, say? (5)",HORSE,"Definition: Animal
sounds like ‘hoarse’=”husky, say”"
2405,"Israelite family, extremely gifted and keen (4,5)",KING DAVID,"Definition: Israelite
KIN=”family”, plus the extremes of G[ifte]D, plus AVID=”keen”"
2406,"As Turing deciphered Enigma, initially used to identify someone (9)",SIGNATURE,"Definition: used to identify someone
(As Turing)*, plus the initial of E[nigma]"
2407,"Medicine taken when upset, head to toe (5)",PILLS,"Definition: Medicine
**S**PILL=”upset”, with the head **S** moved to the end/toe of the word"
2408,Fan of Wales at first supports Bale with love (4),BLOW,"Definition: Fan
W[ales], after BL=abbreviation for ‘bale’, plus O=”love”"
2409,Managed to win Clive’s heart to yield original Sinclair Spectrums (8),RAINBOWS,"Definition: Spectrums
RAN=”Managed”, around [Cl]I[ve], plus BOW=”yield”, plus the first/original of S[inclair]"
2410,"It feels cold at this time, following the end of Christmas (4)",SNOW,"Definition: It feels cold
NOW=”at this time”, after [Christma]S"
2411,"Photograph of my bird Dorothy, say (8)",MICRODOT,"Definition: Photograph
sounds like ‘my crow Dot’=”my bird Dorothy, say”"
2412,Companion takes drugs after sex urges (6),ITCHES,"Definition: urges
CH=Companion of Honour, plus E’S=plural of E[cstasy]=”drugs”, all after IT=”sex”"
2413,"Airport staff increased to conceal portly contralto (6,4)",GROUND CREW,"Definition: Airport staff
GREW=”increased”, around ROUND=”portly” C[ontralto]"
2414,"Brewer uses potatoes, filtering out oxygen and sulphur (6)",TEAPOT,"Definition: Brewer
(potatoes)* minus O[xygen] and S[ulphur]"
2415,Clothes worn in topless TV programme? (4),GEAR,"Definition: Clothes worn
TOP GEAR is the TV pogramme, so GEAR on its own is “topless”"
2416,Fool follows King Rat (5),GRASS,"Definition: Rat
=informant. ASS=”Fool”, after GR=Georgius Rex=”King” George"
2417,"Bloodsucker politician: “I bare swindle in tax” (7,3)",VAMPIRE BAT,"Definition: Bloodsucker
MP=”politician”, plus I, plus (bare)*, all inside VAT=Value Added “tax”"
2418,Complaints in the past (yesterday?) (5),STYES,"Definition: Complaints
Hidden in [pa]ST YES[terday]"
2419,Female group making cakes (8),BROWNIES,"Definition: Female group
double definition"
2420,"Ships trading 5 for 1,000 sweets (8)",CARAVELS,"Definition: Ships
CARA[**m**]ELS=”sweets”, but trading in V=5 for **M**=1,000 in Roman numerals"
2421,European capital holds up gold stars (6),AURIGA,"Definition: stars
A northern constellation. RIGA=”European capital” in Latvia, after AU=”gold”"
2422,"Construct foundation, perhaps (4-2)",MAKE UP,"Definition: Construct
double definition"
2423,#stew? (4),HASH,"Definition: #stew
double definition, =”#” and =”stew”"
2424,Work in Germany for inside information (4),DOPE,"Definition: inside information
OP=”Work” in DE[utschland]=”Germany”"
2425,Hoffman not at home to clean (4),DUST,"Definition: clean
DUST[**in**] Hoffman, but not **IN=**“at home”"
2426,"Personal unpleasantness? Lois has it, unfortunately (9)",HALITOSIS,(Lois has it)*
2427,"Tried to get a seat, but unsuccessfully! (5)",STOOD,double def: STOOD for a parliamentary seat; or STOOD up instead of taking a seat
2428,Revenues from company involved in various mines (7),INCOMES,CO[mpany] inside (mines)*
2429,"Guard gives a warning (4,3)",LOOK OUT,LOOKOUT=”Guard”
2430,They’re often engaged in the movement of transport (5),GEARS,cryptic definition
2431,Guards ordered to go in the Spanish spearhead (9),SENTINELS,"SENT IN=”ordered to go in” plus EL=”the [in] Spanish”, plus the head of S[pear]"
2432,"Primary requisites for a sewer (6,3,6)",NEEDLE AND THREAD,cryptic definition – “sewer”=’someone who sews”
2433,Parts of a lady’s wardrobe? (9),SEPARATES,Definition: ”Parts”=’divides’; also =items of clothing forming separate parts of an outfit
2434,Newly written verse takes a new direction (5),VEERS,(verse)*
2435,Heart so affected sounds can be heard within it (7),EARSHOT,(Heart so)*
2436,"New opera in a natural setting (4,3)",OPEN AIR,(opera in)*
2437,"Initially, surgeons can’t operate until really clean (5)",SCOUR,Initials of S[urgeons] C[an’t] O[perate] U[ntil] R[eally]
2438,Miserable? Cheer up! (9),WOEBEGONE,"‘WOE, BE GONE!’ might =”Cheer up!”"
2439,"Their members were bound to work under strict supervision (5,5)",CHAIN GANGS,cryptic definition
2440,Ordered to get round secure barrier (8),BLOCKADE,"BADE=”Ordered”, around LOCK=”secure”"
2441,Used in cricket matches that may be drawn (6),STUMPS,"cryptic definition – referring to the STUMPS being “drawn” from the ground at the end of play in cricket, rather than the matches being drawn"
2442,Oxford banker (4),ISIS,"cryptic definition – an Oxford river, or something that has banks, so “banker”"
2443,"Fresh sand, please, for use by the sea (10)",ESPLANADES,(sand please)*
2444,"Cause amazement, seeing a holy man on his mobile (8)",ASTONISH,"A S[ain]T=”a holy man”, plus (on his)*"
2445,Romeo’s disposition is melancholic (6),MOROSE,(Romeo’s)*
2446,Prepare to put out with the rising tide (4),EDIT,“tide” reversed/”rising”
2447,"Sea air won’t change a place of poor housing (6,4)",SHANTY TOWN,"SHANTY=”Sea air” as in a ‘sea song’, plus (won’t)*"
2448,"Not the main way to transform desert site (4,6)",SIDE STREET,(desert site)*
2449,Unsteady dogs? (8),LURCHERS,"double/cryptic definition – LURCHERS are “Unsteady”, and LURCHERS are a cross of greyhounds with another breed"
2450,Resort to a lever to provide lift (8),ELEVATOR,(to a lever)*
2451,Excuse to knock up an academic (6),PARDON,"RAP=”knock”, reversed/”up”; plus DON=”academic”"
2452,Watched United compete to get on top (6),VIEWED,"WED=”United”, with VIE=”compete” above it/”on top”"
2453,It’s not difficult to name a novel midshipman (4),EASY,double definition – the second half refers to the novel Mr Midshipman EASY
2454,Warning that a man is about to cry (4),OYEZ,cryptic definition – Warning that a town crier is about to make an address
2455,"Lots more kids, but only a little noise? (4,4)",BABY BOOM,a BABY BOOM might only be “a little noise”
2456,"Material is excellent, endlessly ornate (6)",FABRIC,"FAB=”excellent”, plus RIC[h]=”endlessly ornate”"
2457,"What about learner at race, perhaps well down the grid? (8)",ELEVENTH,"‘EH?’=”What?”, around all of L[earner] plus EVENT=”race, perhaps”"
2458,Prayer of saint to be set among the stars (6),ORISON,S[aint] inside ORION=”stars”
2459,Observed leading Scotsmen like a piper (5),SPIED,"S[costmen], plus PIED=”like a piper”"
2460,"African grower available to engage tennis champion (5,4)",FEVER TREE,a South African tree. FREE=”available” around Chris EVERT=”tennis champion”
2461,Musician’s skill rescued tarnished gig (5-7),SIGHT READING,(tarnished gig)*
2462,"Horse so sick, tamed and patted on the back (6-6)",BROKEN WINDED,"BROKEN=”tamed”, plus WINDED=”patted on the back” as in burping a baby"
2463,"Drink in large amounts during music’s ending (5,4)",CREAM SODA,REAMS=”large amounts” in CODA=”music’s ending”
2464,Crowd keep listening (5),HORDE,Sounds like ‘hoard’=”keep”
2465,"Short cut through lab maze? (3,3)",RAT RUN,"A minor road used to avoid traffic, but could also be a type of “lab maze”"
2466,Pastoralist finds the way to part of India (8),GOATHERD,"THE R[oa]D=”the way”, after GOA=”part of India”"
2467,Resolve unfinished plan by end of year (6),DECIDE,"IDE[a]=”unfinished plan”, by DEC[ember]=”end of year”"
2468,Led follower to create flyer (8),ZEPPELIN,ZEPPELIN follows “Led” to make up the name of the rock band.
2469,Start to read through Waugh’s daily: this once on page 3? (6),BREAST,"referring to page 3 of the Sun . R[ead], inside the Daily BEAST, a fictional newpaper in Evelyn Waugh’s *Scoop*"
2470,Little to keep king leaving union (6),BREXIT,BR[itish] EXIT from the European Union. BIT=”Little” around REX=”king”
2471,"In Ireland, be awfully poor on this (9)",BREADLINE,(In Ireland be)*
2472,"Safe now to serve beer so? (3,2,3,4)",OUT OF THE WOOD,beer can be served directly OUT OF THE WOOD=cask
2473,"With beginnings of asthma, is reaching with hesitation for ventilator (5)",AIRER,"A[sthma] I[s] R[eaching], plus ER=”hesitation”"
2474,Part of day fine … stop! (8),RESTRAIN,"Part of the day is fine, the REST [of the day is] RAIN"
2475,It’s cold beside the road; get closer (8),CONVERGE,"C[old], plus ON VERGE=”beside the road”"
2476,"Sluggish, not in going under old porch but on top (4,3,5)",OVER AND ABOVE,"BOV[**in**]E=”Sluggish” without **in**, after O[ld] VERANDA=”porch”"
2477,Egyptian leader with a popular record attracts people (9),AMENHOTEP,"the name of several Egyptian Pharaohs. A HOT EP=”a popular record”, around MEN=”people”"
2478,"Jack, abandoning tasks, smoked behind screen (8)",OBSCURED,"[**J**]OBS=”tasks”, with **J**[ack] leaving; plus CURED=”smoked”"
2479,Couple rowing: I’d come running across the street (8),DOMESTIC,(I’d come)* around ST[reet]
2480,"Ancient method of trial, or coming to agreement (6)",ORDEAL,"OR, plus DEAL=”agreement”"
2481,Carrying burdens across back of mule that’s slow (6),LEADEN,"LADEN=”Carrying burdens”, around [mul]E"
2482,Large hill finally converted to small one (5),MOUND,"MOUN[**t**]=”Large hill”, with the final **t** converted to D"
2483,Put on rack in custodial sentence (7),STRETCH,"Definition: Put on rack
double definition – [to] Put on rack=to stretch using the torture device; and ‘stretch’ can mean a term of imprisonment"
2484,Seek answers amid 24 or 25 sheets (7),INQUIRE,"Definition: Seek answers
IN=”amid”, plus QUIRE=”24 or 25 sheets” of paper"
2485,Shakespeare’s dog Nipper? (4),CRAB,"Definition: Nipper
CRAB is the name of a dog in Shakespeare’s *The Two Gentlemen of Verona*"
2486,"Force into modest car and get stranded (3,7)",RUN AGROUND,"Definition: get stranded
G[ravity]=”Force”, inside RUNAROUND=”modest car”"
2487,"Expected to come back into season, almost like medieval society (6)",FEUDAL,"Definition: like medieval society
DUE=”Expected”, reversed/”to come back”; inside FAL[l]=”season, almost”"
2488,"Non-fliers, holding US wheel-protector back, honourably discharged (8)",EMERITUS,"Definition: honourably discharged
EMUS=”Non-fliers”, around TIRE=”US [spelling of] wheel-protector” reversed/”back”"
2489,Nameless 23 given high-tension illumination (9),STARLIGHT,"Definition: illumination
STARLI[**n**]G=23ac, without **n**[ame], plus H[igh]-T[ension]"
2490,Man with no time but lots of money? (5),MISER,"Definition: Man with no time but lots of money
MIS[t]ER=”Man”, minus T[ime]"
2491,Faux pas boss cut short (5),GAFFE,"Definition: Faux pas
GAFFE[r]=”boss cut short”"
2492,7 squandered stand-in (9),BLUEBEARD,"Definition: 7
Bluebeard is an UXORICIDE=7dn, killing several of his wives. ‘blue’ can mean ‘squander’, so BLUED=”squandered”, with BEAR=”stand” inside"
2493,Agog about origin of Liver Bird (8),STARLING,STARING=”Agog” around L[iver]
2494,"Plough furrow backwards, becoming swollen (6)",TURGID,"Definition: swollen
DIG RUT=”Plough furrow”, backwards"
2495,Perfume for female Indian of rank holding an animal back (10),FRANGIPANI,"Definition: Perfume
F[emale], plus RANI=”Indian of rank”, around both of: AN, plus PIG=”animal” reversed"
2496,Kick–start computer (4),BOOT,"Definition: Kick
double definition: =”Kick”; =”start computer”"
2497,Outlay of former writer extracting Greek character from muse (7),EXPENSE,"Definition: Outlay
EX=”former”, plus PEN=”writer”, plus [**mu**]SE minus **mu**=”Greek character”"
2498,Go hither and thither with Shed and ’is missus? (7),MEANDER,"Definition: Go hither and thither
ME AND ‘ER=”Shed and ‘is missus”"
2499,Anguish concealed by mentors? (7),TORMENT,"Definition: Anguish
Hidden in [men]TOR MENT[or], where ‘mentor mentor’=”mentors”"
2500,Plant journalists — one of them receives honour (5),EMBED,"Definition: Plant
ED[itor]=”journalists – one of them”, around MBE=”honour”"
2501,Composer‘s strings binding soldiers (7),CORELLI,"Definition: Composer
CELLI=”strings”, around O[ther] R[anks]=”soldiers”"
2502,Fanatic collecting what’s laid up in lump (6),NUGGET,"Definition: lump
NUT=”Fanatic”, around EGG=”what’s laid” reversed/”up”"
2503,Neuro-doctor operated on Shakespeare’s Globe? (7),RONDURE,"Definition: Shakespeare’s Globe
Shakespearean spelling of ’roundure’=a globe. (Neuro Dr)*"
2504,"Picture of brain spread around, coating new mushroom ring (13)",ENCEPHALOGRAM,"Definition: Picture of brain
MARGE=margarine=”spread” reversed/”around”, which goes around/”coating” all of: N[ew] plus CEP=a type of “mushroom” plus HALO=”ring”"
2505,Allusion to “taste for decapitation”? (9),REFERENCE,"Definition: Allusion
[p]REFERENCE=”taste” decapitated"
2506,The Gaul gets to tear 6 apart (7),ASTERIX,"Definition: The Gaul
(tear six)*"
2507,Get into tangle stirring 10 drink (7),ENTWINE,"Definition: Get into tangle
(ten)* plus WINE=”drink”"
2508,Capital inwardly greeting Zambia’s rootstock (7),RHIZOME,"Definition: rootstock
ROME=”Capital”, with HI=”greeting” and Z[ambia] inside it"
