,Clue,Answer,Explanation
1296,Theatre cat in season? Only half a month (6),AUGUST,"Theatre cat in season? Only half a month (6)
GUS (from “Cats”, the musical) in AUT(umn)"
1297,Occult practitioner molesting our doctors (12),NUMEROLOGIST,"Occult practitioner molesting our doctors (12)
*(molesting our)"
1298,Bound to live with Amanda? (8),BEHOLDEN,"Bound to live with Amanda? (8)
BE + (Amanda) HOLDEN"
1299,Ship carrying right flag – a narrow one (8),STREAMER,"Ship carrying right flag – a narrow one (8)
R in STEAMER"
1300,"After queueing first starts, there’s always a serious complaint (1,5)",Q FEVER,"After queueing first starts, there’s always a serious complaint (1,5)
Q(ueuing) F(irst) + EVER"
1301,"Cook too much food, revoltingly somewhat on the turn (6)",OVERDO,"Cook too much food, revoltingly somewhat on the turn (6)
Hidden backwards in “fo**OD** **REVO**ltingly”"
1302,Checking drink’s without fault (6),NOSING,"Definition: Checking
NO(SIN)G"
1303,Emotional contact (8),TOUCHING,"Definition: Emotional
Double definition, although their meanings aren’t vastly different."
1304,Emphasise cropped hair (5),TRESS,"Definition: hair
(s)TRESS"
1305,Bear decapitated thief (9),PECULATOR,"Definition: thief
(s)PECULATOR"
1306,Check if son is off school again (7),RETRAIN,"Definition: school again
RE(s)TRAIN – “Check” with “son” off"
1307,Refugees regimes maltreated (7),EMIGRES,"Definition: Refugees
*(regimes)"
1308,Acquire some learning (4),EARN,"Definition: Acquire
l(EARN)ing"
1309,Neurosis treated this year (8),HYSTERIA,"Definition: Neurosis
*(this year)"
1310,Settlement of conflict is in hand (8),DEFRAYAL,"Definition: Settlement
FRAY (“conflict”) in DEAL (“hand”)"
1311,Low point in the sky (4),MOON,"Definition: in the sky
MOO (“low”) + N (“point”). 
“in the sky” is a bit vague, as far as definitions go."
1312,Youngster always allowed outside (7),LEVERET,"Definition: Youngster
L(EVER)ET 
A leveret is a young hare, ergo “youngster”."
1313,The perception to manufacture this gin (7),INSIGHT,"Definition: perception
*(this gin)"
1314,Collecting corps’ soldiers during battle (9),ACCRETION,"Definition: Collecting
C (“corps”) + RE “soldiers” in ACTION (“battle”)"
1315,A right that’s foreign (5),ALIEN,"Definition: foreign
A + LIEN"
1316,Russian gallery loses Frenchman’s bequest (8),HERITAGE,"Definition: bequest
HER(m)ITAGE, where “m” = “monsieur” = “Frenchman” 
The Hermitage is an art gallery/museum in St Petersburg."
1317,Swindle and rapidly leave church (6),FLEECE,"Definition: Swindle
FLEE + C.E."
1318,Never house officials (8),NOTARIES,"Definition: officials
NOT (“never”) + ARIES (“house”, alternative name for “astrological sign”)"
1319,Her eldest becomes reclusive (9),SHELTERED,"Definition: reclusive
*(her eldest)"
1320,Man finds fool’s gold in the Bahamas (6),NASSAU,"Definition: in the Bahamas
Man = “N” (knight in chess), “fool” = ASS, and “gold” = AU, and Nassau is the capital of the Bahamas. Thanks, brucew for helping with this one."
1321,Arrangement for lecture about royal casket (13),ORCHESTRATION,"Definition: Arrangement
R CHEST in ORATION"
1322,Depression settled on one reclining manual worker (7),COLLIER,"Definition: manual worker
COL (“depression”) + LIER (“one reclining”)"
1323,I rent accommodation in Bury (5),INTER,"Definition: Bury
*(inter), with “accommodation” as the anagrind, one I’m unconvinced about."
1324,Fish is hot and tasteless (6),GARISH,"Definition: tasteless
GAR + IS + H"
1325,Ordinary coppers (5-8),PENNY-FARTHING,"Definition: Ordinary
Double definition – an “ordinary” is another name for a penny-farthing bicycle."
1326,Bordering a hypotenuse? (9),ALONGSIDE,"Definition: Bordering
A LONG SIDE (in a right-angled triangle, the hypoteneuse is the longest side of the triangle."
1327,Batting position for example (8),INSTANCE,"Definition: example
IN (“batting”) + STANCE (“position”)"
1328,Iron workers in right tizzy (7),FERMENT,"Definition: tizzy
FE + MEN in RT."
1329,Make pale student enter lido (6),BLEACH,"Definition: Make pale
L in BEACH"
1330,Set about beast over trouble (6),ASSAIL,"Definition: Set about
ASS over AIL"
1331,Vacancy filled by international swimmer (6),PLAICE,"Vacancy filled by international swimmer (6)
I in PLACE"
1332,Married off woman of high rank then lied about being cheated (8),BEGU(ILED,"Married off woman of high rank then lied about being cheated (8)
BEGU(m) + *(lied) 
A begum is a married Muslim woman of high rank."
1333,Chase English soldiers to the outskirts of Venice (7),ENGRAVE,"Chase English soldiers to the outskirts of Venice (7)
ENG. + R.A. + V(enice)E 
A new meaning of “chase” for me."
1334,Union leader takes note after whistle-blower has dole initially denied (7),REFUTED,"Union leader takes note after whistle-blower has dole initially denied (7)
REF (“whistle-blower”) + U(nion) + TE (“note”) + D(ole)"
1335,Go crazy in retirement (4),STAB,"Go crazy in retirement (4)
<=BATS"
1336,Upset when Miles joins company in Settle (10),DISCOMPOSE,"Upset when Miles joins company in Settle (10)
M + CO in DISPOSE"
1337,Old king switching sides gets extremely lucky indeed (6),REALLY,"Old king switching sides gets extremely lucky indeed (6)
LEAR (“old king”) changing sides, so REAL + L(uck)Y"
1338,Comfortable footwear not entirely unavailable (4-3),WELL-OFF,"Comfortable footwear not entirely unavailable (4-3)
WELL(y) + OFF (“unavailable”)"
1339,Beat poet drinking at that time endlessly (7),LEATHER,"Beat poet drinking at that time endlessly (7)
(Edward) LEAR (“poet”) drinking THE(n)"
1340,Finally complete paper on novelist’s style (6),MANNER,"Finally complete paper on novelist’s style (6)
(complet)E (pape)R on (Thomas) MANN (“novelist”)"
1341,"The woman’s feeding a revolutionary group with misleading information (3,7)",RED HERRING,"The woman’s feeding a revolutionary group with misleading information (3,7)
HER in RED RING"
1342,Break in game (4),SNAP,"Break in game (4)
Double definition"
1343,Relevant to language engineering primarily (7),GERMANE,"Relevant to language engineering primarily (7)
GERMAN + E(ngineering)"
1344,Learned from the French about it splitting before (7),ERUDITE,"Learned from the French about it splitting before (7)
<=DU (“from the French”) + IT in ERE"
1345,Contract law covers leases essentially (8),DECREASE,"Contract law covers leases essentially (8)
DECREE covers le(AS)es"
1346,Enthusiasm shown by Somalia’s earliest football club (6),HEARTS,"Enthusiasm shown by Somalia’s earliest football club (6)
HEART (“enthusiasm”) + S(omalia) 
Hearts are one of two Edinburgh football clubs, and rivals of Hibernian."
1347,Amusement park originally located on fields close to river (8),PLEASURE,"Amusement park originally located on fields close to river (8)
P9ark) + LEAS + (river)URE"
1348,Annoy Margo regularly by removing it from sink (9),AGGRAVATE,"Annoy Margo regularly by removing it from sink (9)
(m)A(r)G(o) + GRAVT(it)ATE"
1349,Fish for tea (4),CHAR,"Fish for tea (4)
Double definition"
1350,Makes wealthy earl reproduction of Catholic shrine (8),ENRICHES,"Makes wealthy earl reproduction of Catholic shrine (8)
E (“earl”) + *(C shrine)"
1351,Foreign novel (10),UNFAMILIAR,"Foreign novel (10)
Double definition"
1352,John’s assimilating oddly neglected stats from game (5),LOTTO,"John’s assimilating oddly neglected stats from game (5)
LOO (“john”) assimilating s(T)a(T)s"
1353,The queen’s favourite town (6),DUDLEY,"The queen’s favourite town (6)
Double definition, referring to Robert Dudley, 1st Earl of Leicester, a favourite of Queen Elizabeth I, and the town in the West Midlands."
1354,Start to get rid of nurses for example (5),BEGIN,"Start to get rid of nurses for example (5)
E.G. nursed by BIN"
1355,"The whole article about collecting silver is in Vogue (3,3,4)",ALL THE RAGE,"The whole article about collecting silver is in Vogue (3,3,4)
ALL THE RE collecting AG"
1356,More elaborate housing popular with banker say (9),FINANCIER,"More elaborate housing popular with banker say (9)
FANCIER housing IN"
1357,Nobleman interrupts to admit ignoring prisoner’s daring (8),FEARLESS,"Nobleman interrupts to admit ignoring prisoner’s daring (8)
EARL in (con)FESS"
1358,Priest chooses to accept what is served up in Daniel and Ezekiel for instance (8),PROPHETS,"Priest chooses to accept what is served up in Daniel and Ezekiel for instance (8)
PR. (“priest) + OPTS accepting <=EH (“what”)"
1359,Unyielding in support of Olaf at the end of Frozen (6),FRIGID,"Unyielding in support of Olaf at the end of Frozen (6)
(ola)F + RIGID (“unyielding”)"
1360,Terribly rude about knight’s behind (5),UNDER,"Terribly rude about knight’s behind (5)
N (“knight” in CHESS) in *(rude)"
1361,Head of Institute blocks return of eccentric English physicist (5),DIRAC,"Head of Institute blocks return of eccentric English physicist (5)
(I)nstitute) in <=CARD (“eccentric”) 
Paul Dirac was an English physicist and Nobel Prize winner."
1362,Entice with first of sweeteners for Liberal to make certain (4),SURE,"Entice with first of sweeteners for Liberal to make certain (4)
S(weeteners) replacing L (“Liberal”) in LURE to make SURE"
1363,"Press forward acquiring high- class property (6,6)",FOURTH ESTATE,"Press forward acquiring high- class property (6,6)
FO(U)RTH + ESTATE"
1364,Area resentful over deficient old spray (7),AEROSOL,"Area resentful over deficient old spray (7)
A + <=SORE + OL(d)"
1365,Language game initially surprises Welsh girl (7),RUSSIAN,"Language game initially surprises Welsh girl (7)
R.U. + S(ursprises) + SIAN"
1366,"Ahead, making case – not quietly at first (7)",LEADING,"Ahead, making case – not quietly at first (7)
(p)LEADING"
1367,Countryman in trap returning to become more involved (7),THICKEN,"Countryman in trap returning to become more involved (7)
HICK in <=NET"
1368,Profit from factory in end that is extremely limited (5),YIELD,"Profit from factory in end that is extremely limited (5)
(factor)Y + I.E. +L(imite)D"
1369,Legal people’s unusual stationery I avoided (9),ATTORNEYS,"Legal people’s unusual stationery I avoided (9)
*(statonery) (stationery – I)"
1370,One practising in section of Army listens to Queen (9),REHEARSER,"One practising in section of Army listens to Queen (9)
R.E. + HEARS + E.R."
1371,Son with heart making mark (5),SCORE,"Son with heart making mark (5)
S + CORE"
1372,Was contemptuous about routine in drag first of all included in act (7),DERIDED,"Was contemptuous about routine in drag first of all included in act (7)
R(outine) I(n) D(rag) in DEED"
1373,Against Church training idea (7),CONCEPT,"Against Church training idea (7)
CON + C.E. + P.T."
1374,Incident leads to errant pupil in school getting lines (7),EPISODE,"Incident leads to errant pupil in school getting lines (7)
E(rrant) P(upil) I(n) S(chool) + ODE"
1375,"Liberal seaman in group tackling addiction showing character of Arabs? (3,4)",ALI BABA,"Liberal seaman in group tackling addiction showing character of Arabs? (3,4)
LIB A.B. in A.A."
1376,"Love to be entertained by selfless men working in this faculty? (5,2,5)",SENSE OF SMELL,"Love to be entertained by selfless men working in this faculty? (5,2,5)
*(selfless men + O)"
1377,"Abandon alcoholic drink after warning, brief (7)",FORSAKE,"Abandon alcoholic drink after warning, brief (7)
SAKE after FOR(e)"
1378,Doctor used PIN without being noticed (7),UNSPIED,"Doctor used PIN without being noticed (7)
*(used pin)"
1379,Clever to turn up circulating European member’s communications (9),TELEGRAMS,"Clever to turn up circulating European member’s communications (9)
E LEG in <=SMART"
1380,Flier feels upset – without going to extremes (5),EGRET,"Flier feels upset – without going to extremes (5)
(r)EGRET(s)"
1381,New artiste – more appealing (7),TASTIER,"New artiste – more appealing (7)
*(tastier)"
1382,The instant wife puts ring on (7),TWINKLE,"The instant wife puts ring on (7)
W in TINKLE (“ring” as in “give me a twinkle”)"
1383,"Order big beer daily – it helps to get to the other side! (6,6)",BAILEY BRIDGE,"Order big beer daily – it helps to get to the other side! (6,6)
*(big beer daily)"
1384,"When wrestling, neat nelson is required? No (3-9)",NON-ESSENTIAL,"When wrestling, neat nelson is required? No (3-9)
*(neat nelson is)"
1385,These change position and stun actor in play (9),TURNCOATS,"These change position and stun actor in play (9)
*(stun actor)"
1386,Female’s written about French king meeting English – admirable lady (7),HEROINE,"Female’s written about French king meeting English – admirable lady (7)
ROI in HER + E"
1387,"A right pair, useless, difficult (7)",ARDUOUS,"A right pair, useless, difficult (7)
A + R + DUO + US (“useless”)"
1388,Light moment? (7),SUNRISE,"Light moment? (7)
Cryptic definition?"
1389,Garment finished – Sally’s content (7),OVERALL,"Garment finished – Sally’s content (7)
OVER + (s)ALL(y)"
1390,Finish work for Spanish guy (5),DIEGO,"Finish work for Spanish guy (5)
DIE + GO"
1391,"Bird or creature unlikely to fly, given time (6)",PIGEON,"Bird or creature unlikely to fly, given time (6)
PIG (“creature unlikely to fly”) + EON"
1392,"Shabby, but had the courage to embrace Roger undressed! (3-5)",DOG-EARED,"Shabby, but had the courage to embrace Roger undressed! (3-5)
(r)OGE(r) in DARED"
1393,"Columnist shot in a city in front of relative (5,4)",AGONY AUNT,"Columnist shot in a city in front of relative (5,4)
GO(“shot”) in A NY + AUNT"
1394,Fish beginning to rise in cost (5),TROLL,"Fish beginning to rise in cost (5)
R(ise) in TOLL"
1395,Burnt residue on bottom of grim brew (4),MASH,"Burnt residue on bottom of grim brew (4)
(gri)M + ASH 
“Bottom of” applies better to down clues, I think."
1396,"Sound producer of Cats perhaps before television (7,3)",MUSICAL BOX,"Sound producer of Cats perhaps before television (7,3)
MUSICAL (“Cats perhaps”) + BOX (“television”)"
1397,South-eastern French town or city (7),SEVILLE,"South-eastern French town or city (7)
S.E. + VILLE (French word for “town”)"
1398,"Surviving Texan shot twin, dismissing victory (6)",EXTANT,"Surviving Texan shot twin, dismissing victory (6)
*(texan) + T(win)"
