,Clue,Answer,Explanation
7022,"Within walls of park, a bitter brought over for one of those on the gate? (7)",PADLOCK,"Definition: one of those on the gate
ParK (outer letters, walls of) contains (with…within) A and COLD (bitter) reversed (brought over)"
7023,"Drinking stout, the highlight of sainthood Brendan finally put on some weight! (4,1,3)",HALF A TON,"Definition: some weight
FAT (stout) inside (drunk by) HALO (the highlight of sainthood) with brendoN (final letter of)"
7024,"Drug for case of zoophobia, heading for cage (6)",PROZAC,"Definition: Drug
PRO (for) then ZoophobiA (case of, outer letters) and Cage (heading, first letter)"
7025,"City, capital city, one becoming nothing in endless chaos (10)",METROPOLIS,"Definition: City
TRiPOLI (capital city) with I (one) becoming O (nothing) in MESs (chaos, endless)"
7026,Scotch is a weapon (4),FOIL,"Definition: Scotch
double definition"
7027,"It’s rich to serve rum and coke up! (5,4)",POUND CAKE,"Definition: It’s rich
anagram (to serve rum) AND COKE UP"
7028,One beyond twelve brewing green tea (8),TEENAGER,"Definition: One beyond twelve
anagram (brewing) of GREEN TEA"
7029,"Alcoholic drinking Pepsi sadly, most sentimental (8)",SOPPIEST,"Definition: most sentimental
SOT (alcoholic) contains (drinks) PEPSI* anagram=sadly"
7030,One drink or two taking effect on blue fluid (6),DOUBLE,"Definition: One drink
DO (effect) on BLUE* anagram=fluid"
7031,Framework I see in coffee (7),LATTICE,"Definition: Framework
I C (see, name of letter) in LATTE (coffee)"
7032,"Pottery, a jar cut in isinglass (8)",MAJOLICA,"Definition: Pottery
A JOLt (jat, cut short) inside MICA (isinglass)"
7033,A singing bear going after port — uproar! (10),HULLABALOO,"Definition: uproar
A then BALOO (a singing bear, from Disney’s Jungle Book) following HULL (port)"
7034,"Those seven sailed, one short, one of four (6)",SEASON,"Definition: one of four
SEAS (those seven sailed) and ONe (shortened)"
7035,"Loud, very boisterous of course, one must be restrained (10)",VOCIFEROUS,"Definition: Loud
V (very) then anagram (boisterous) of OF COURSE containing (with…restrained) I (one)"
7036,"In middle of moss, fish eating finest molluscs (8)",OCTOPODS,"Definition: molluscs
mOSs (middle of) contains (with…in) COD (fish) containing (eating) TOP (finest)"
7037,Notes produced by this wine to drink at home (8),CLARINET,"Definition: Notes produced by this
CLARET (wine) contains (to drink) IN (at home)"
7038,"Behind the door of condominium, indulgence ultimately swell (7)",INFLATE,"Definition: swell
IN FLAT (behind the door of condominium) then indulgencE (ultimately, last letter of)"
7039,Drink fizzy pop in Levantine city (6),ALEPPO,"Definition: Levantine city
ALE (drink) and POP* anagram=fizzy"
7040,"Curdled drink, sweetener served up like jelly (6)",POSSET,"Definition: Curdled drink
SOP (bribe, sweetener) reversed (served up) and SET (like jelly) – a spiced drink made with hot milk curdled with ale"
7041,"Colours of spectral phenomena fading, each one’s ending (4)",FLAG,"Definition: Colours
ending letters of oF spectraL phenomenA FadinG"
7042,"Judgment dispatched from this place, husband in absentia (8)",SENTENCE,SENT (dispatched) and hENCE (from this place) missing H (husband)
7043,Self-catering slashes IOUs of a form (6),SCRIPS,"SC (self catering) and RIPS (slashes) – same as a chit, a note representing money"
7044,Leaving college in third place could be thrilling (8),EXCITING,EXITING (leaving) with C (college) as the third letter
7045,More theatrical holidaymaker? (6),CAMPER,double definition
7046,"Lean priest with cool recommendation? (4,5)",LIST PRICE,LIST (lean) and PR (priest) with ICE (cool)
7047,Naughty son is not commonly a —– (5),SAINT,"S (son) and AINT (is not, commonly). The definition is not a traditional &lit, so how would you describe it?"
7048,Junk heads to some port around Macao (4),SPAM,first letters (heads) of Some Port Around Macao
7049,"Place of piers, donkeys and kiss- me-quick hats is English alone (7)",SEASIDE,‘S (is) E (English) ASIDE (alone)
7050,Ring to supply address (7),ORATION,O (ring) with RATION (supply)
7051,I’ve new wife making an appearance (4),VIEW,anagram (new) of I’VE then W (wife)
7052,"Two bits of Indian bread, one cut, for relative (5)",NANNA,NAN and NAn (two bits of Indian bread) second is cut short
7053,A part of shoe relies on fixing name within (9),INNERSOLE,anagram (fixing) of RELIES ON containing N (name)
7054,Slate covering (6),CARPET,double definition – to reprimand and floor covering
7055,Pub baron troubles island (8),BARBADOS,BAR (pub) and B (baron) with ADOS (troubles)
7056,Direct from cheeky specialist (6),EXPERT,EX (direct from) and PERT (cheeky)
7057,Breathe new life into Bible studies by reading app? (8),REKINDLE,"RE (Religious Education, Bible studies) by KINDLE (reading app from Amazon)"
7058,Stints which Harry’s teachers taught? (6),SPELLS,taught to Harry Potter
7059,"Most agreeable lollies, say, in New Territories (6)",NICEST,ICES (lollies say) in NT (New Territories)
7060,"Finish relish (3,2)",EAT UP,double definition
7061,Establish cheat over company (7),CONFIRM,CON (cheat) over FIRM (company)
7062,Quality game’s ending for kid from your lessons? (9),CLASSMATE,CLASS (quality) and MATE (end of chess game)
7063,Absolute urchin acknowledged (8),IMPLICIT,IMP (urchin) and LICIT (acknowledged)
7064,Special hotel pressing monarch’s drink (8),SPRITZER,"SP (special) RITZ (hotel) on top of (pressing) ER (Elizabeth Regina, monarch)"
7065,Place to eat pickle (4),MESS,double definition
7066,I pervert a sailing vessel (9),PRIVATEER,anagram (sailing) of I PERVERT A
7067,"Roller? Once rich, in another way (8)",CORNICHE,anagram (in another way) of ONCE RICH – a model of Rolls Royce car
7068,This falls in shower and sink (8),RAINDROP,RAIN (shower) and DROP (sink)
7069,Pin down nothing about adult (4),NAIL,NIL (nothing) inside (about) A (adult)
7070,Old French wine with time to mature (7),VINTAGE,VIN (French wine) with T (time) and AGE (to mature) – a smooth clue
7071,"Seedy type finally slipped off, cheated (6)",SORDID,SORt (type) missing final letter then DID (cheated)
7072,Reclusive Scot is seen photoshopped (6),NESSIE,anagram (photoshopped) of IS SEEN – the Loch Ness monster
7073,Teacher’s interminable blather (5),RABBI,RABBIt (blather) missing final letter (interminable)
7074,"Dressed in her party best, daughter welcomed gift (8,7)",BIRTHDAY PRESENT,anagram (dressed) of IN HER PARTY BEST contains (welcomes) D (daughter)
7075,"Make a deduction? Hell, no! No! (5)",INFER,INFERno (hell) missing NO
7076,"Oh I caused chaos in the 80s Chicago music scene! (4,5)",ACID HOUSE,anagram (chaos) of OH I CAUSED. Did anyone alse see DISCO in there first?
7077,"Corrupt Greeks borrow half upfront; lose it completely (2,7)",GO BERSERK,anagram (corrupt) of GREEKS and BORrow (the front half)
7078,Army tender out of control (5),RABID,RA (either Regular Army or Royal Artillery) then BID (tender)
7079,"A shock to the system, working car wash around edges of Liverpool road (4,6,5)",WALL STREET CRASH,anagram (working) of CAR WASH contains (around) LiverpooL (edges of) STREET (road)
7080,That knighthood’s taken a long time! (5),YONKS,YON (that) and K’S (knighthood’s)
7081,"Having paused to listen, welcomes Jacques’ return (9)",HESITATED,HEED (to listen) contains Jacques TATI’S reversed (return)
7082,Stop Bury game for a pint (9),INTERRUPT,"INTER (bury) RU (Rugby Union, game) and PT (pint)"
7083,Say hello to old Corrie character (she’s good for a laugh) (5),HYENA,HY sounds like (say) hi (hello) then ENA Sharples (Coronation Street character)
7084,"Animated row; England lack energy, penetration (6,9)",CARNAL KNOWLEDGE,anagram (animated) of ROW ENGLAND LACK and E (energy)
7085,"Dying English poet in Irish city left neglected (6,4)",EBBIBG AWAY,"EBB (Elizabeth Barret Browning, English poet) then IN GALWAY (Irish city) missing L (left)"
7086,"Ready for assembly, lead carrying notes (6)",PREFAB,"PB (lead, chem symbol) contains RE and FA (notes of the scale)"
7087,"Beautiful cathedral, clean, very French (8)",CHARTRES,"CHAR (clean, for someone) and TRES (very in French)"
7088,Have Ms Gardner and Jack over for coffee (4),JAVA,AVA Garnder and J (jack) reversed (over)
7089,They supply water for brewing Kronenbourg’s top Pilsner’s recipe (10),SPRINKLERS,"anagram (brewing) of Kronenbourg (first letter of), PILSNER’S and R (recipe)"
7090,Meze Phyrgian ate gives wind (6),ZEPHYR,found inside (eaten by) meZE PHYRgian
7091,"Unfeeling, a salesman comes back round; shady character! (8)",PENUMBRA,NUMB (unfeeling) reversed (comes back) inside (with…round) A REP (salesman)
7092,Oddly set type is something not easy on the eye (4),STYE,SeT tYpE (odd letters of)
7093,"Underground movement at fault, delivering shock? (10)",EARTHQUAKE,QUAKE (movement) under EARTH (ground)
7094,"Some rude, tardy hedonist turned up dying for a drink (10)",DEHYDRATED,found inside (some of) ruDE TARDY HEDonist reversed (turned up)
7095,"Coined neologism for academic period (4,4)", ,I don’t know this. Could be LENT TERM or LONG TERM?
7096,Boo Henry in The Kitchen Sink? (5-3),CATCH-ALL,CAT CALL (boo) contains (with…in) H (Henry)
7097,"Soul label, having original content, demanded premium charge (6)",SURTAX,"STAX (Stax Records, soul label) contains UR (??) – I can’t fully explain this"
7098,"In goal, attempt to get out (6)",TRENDY,END (goal) inside (to get…out) TRY (attempt)
7099,"Batting first, Switzerland make slow progress (4)",INCH,"IN (batting) and CH (Confederation Helvetica, Switzerland)"
7100,Old city Conservative upset his constituents! (4),TROY,TORY (Conservative) with the middle letters (his constituents) reversed (upset)
7101,Instant ocean’s made out around front of planet – familiar sight for astronauts? (9),MOONSCAPE,"MO (moment, instant) with anagram (made out) of OCEAN’S containing Planet (first letter of)"
7102,Understand concealed difficulty (5),CATCH,double definition
7103,What lead can do is to lead players? (7),CONDUCT,double definition
7104,Indian dish served back in a yard by guy (7),BIRYANI,"IN A Y (yard) by RIB (guy, to make fun of) allreversed (served back)"
7105,Savour European river when cycling (5),ODOUR,DOURO (European river) with the letters rotated one place (last letter moves to the front)
7106,Inventive poet’s near universal language (9),ESPERANTO,anagram (inventive) of POET’S NEAR
7107,Boring instrument everyone mentioned (3),AWL,sounds like (mentioned) all (everyone)
7108,Old lecturer probing part of body and learning about source of blockage? (11),CHOLESTEROL,O (old) L (lecturer) inside (probing) CHEST (part of body) and LORE (learning) reversed (about)
7109,"Police beside old British base in island start fighting (4,2,5)",COME TO BLOWS,MET (Metropolitain Police) with O (old) B (British) LOW (base) in COS (an island)
7110,I approve in retirement exotic fish (3),KOI,I OK (approve) reversed (in retirement)
7111,"TV staple provided by a poet and artist (4,5)",SOAP OPERA,"SO (provided) by A POPE (Alexander Pope, poet) and RA (Royal Academician, artist)"
7112,Acknowledge daughter in unending friendship (5),ADMIT,"D (daughter) in AMITy (friendship, unending)"
7113,Element in profligate that’s unvarying (7),ROUTINE,TIN (element) in ROUE (profligate)
7114,Unclear tax since modified with no end of fuss (7),INEXACT,anagram (modified) of TAX sINCE missing S (end letter of fuss)
7115,Extended period for kippers? (3-2),LIE-IN,cryptic definition
7116,"Liberal economic tenet that could be rated? (4,5)",FREE TRADE,an anagram (FREE) of TRADE could be “rated”.
7117,Very aggressive companion restrained by chairman (5),MACHO,CH (Companion of Honour) inside MAO (chairman)
7118,"No-go law to be scrapped – self- inflicted mistake (3,4)",OWN GOAL,anagram (to be scrapped) od NO-GO LAW
7119,Old-fashioned copper on time with a strong jaw? (6-3),SQUARE-CUT,SQUARE (old fashioned) CU (copper) on T (time)
7120,"Erratic tube loathed very quickly (2,3,6)",AT THE DOUBLE,anagram (erratic) of TUBE LOATHED
7121,Some web businesses in decline (3),EBB,found inside wEB Business
7122,Rush with energy once depleted to get aid for the vulnerable (5),CARER,"CAREeR (rush) missing E (energy, only once)"
7123,"Pitman, say, with skill put up with pitman initially deficient (7)",TRAINER,ART (skill) reversed (put up) with mINER (pitman) missing first letter – the Pitman training company was established in 1886 by Sir Isaac Pitman
7124,"Mass in Athens? (3,6)",HOI POLLOI,cryptic definition?
7125,Right in power with right backing Argentinian and US politician (11),PREROGATIVE,P (power) and R (right) reversed (backing) EVITA (Argentinian) and GORE (US Politician) – I am interested to learn that I have been mis-hearing this word as PEROGATIVE for years.
